frame,ballX,ballY,speedX,speedY,accelX,accelY
99,83.3333333333333,-21.953680555555554,50.0,-21.344416666666696,0,-9.80665
100,84.16666666666663,-22.310782868055554,50.0,-21.507860833333364,0,-9.80665
101,84.99999999999996,-22.670609250000002,50.0,-21.671305000000032,0,-9.80665
102,85.83333333333329,-23.033159701388893,50.0,-21.8347491666667,0,-9.80665
103,86.66666666666661,-23.398434222222228,50.0,-21.99819333333337,0,-9.80665
104,87.49999999999994,-23.766432812500007,50.0,-22.161637500000037,0,-9.80665
105,88.33333333333327,-24.137155472222233,50.0,-22.325081666666705,0,-9.80665
106,89.1666666666666,-24.510602201388902,50.0,-22.488525833333373,0,-9.80665
107,89.99999999999993,-24.886773000000016,50.0,-22.65197000000004,0,-9.80665
108,90.83333333333326,-25.265667868055573,50.0,-22.81541416666671,0,-9.80665
109,91.66666666666659,-25.647286805555574,50.0,-22.978858333333378,0,-9.80665
110,92.49999999999991,-26.03162981250002,50.0,-23.142302500000046,0,-9.80665
111,93.33333333333324,-26.418696888888913,50.0,-23.305746666666714,0,-9.80665
112,94.16666666666657,-26.80848803472225,50.0,-23.469190833333382,0,-9.80665
113,94.9999999999999,-27.201003250000028,50.0,-23.63263500000005,0,-9.80665
114,95.83333333333323,-27.59624253472225,50.0,-23.79607916666672,0,-9.80665
115,96.66666666666656,-27.99420588888892,50.0,-23.959523333333387,0,-9.80665
116,97.49999999999989,-28.394893312500034,50.0,-24.122967500000055,0,-9.80665
117,98.33333333333321,-28.798304805555592,50.0,-24.286411666666723,0,-9.80665
118,99.16666666666654,-29.204440368055593,50.0,-24.44985583333339,0,-9.80665
119,99.99999999999987,-29.61330000000004,50.0,-24.61330000000006,0,-9.80665
120,100,-30.024883701388934,-50.0,-24.776744166666727,0,-9.80665
121,99.16666666666667,-30.43919147222227,-50.0,-24.940188333333396,0,-9.80665
122,98.33333333333334,-30.85622331250005,-50.0,-25.103632500000064,0,-9.80665
123,97.50000000000001,-31.275979222222272,-50.0,-25.267076666666732,0,-9.80665
124,96.66666666666669,-31.698459201388943,-50.0,-25.4305208333334,0,-9.80665
125,95.83333333333336,-32.12366325000005,-50.0,-25.59396500000007,0,-9.80665
126,95.00000000000003,-32.551591368055604,-50.0,-25.757409166666736,0,-9.80665
127,94.1666666666667,-32.982243555555605,-50.0,-25.920853333333405,0,-9.80665
128,93.33333333333337,-33.41561981250005,-50.0,-26.084297500000073,0,-9.80665
129,92.50000000000004,-33.851720138888936,-50.0,-26.24774166666674,0,-9.80665
130,91.66666666666671,-34.290544534722265,-50.0,-26.41118583333341,0,-9.80665
131,90.83333333333339,-34.73209300000004,-50.0,-26.574630000000077,0,-9.80665
132,90.00000000000006,-35.176365534722265,-50.0,-26.738074166666745,0,-9.80665
133,89.16666666666673,-35.62336213888893,-50.0,-26.901518333333414,0,-9.80665
134,88.3333333333334,-36.07308281250004,-50.0,-27.06496250000008,0,-9.80665
135,87.50000000000007,-36.5255275555556,-50.0,-27.22840666666675,0,-9.80665
136,86.66666666666674,-36.9806963680556,-50.0,-27.391850833333418,0,-9.80665
137,85.83333333333341,-37.43858925000004,-50.0,-27.555295000000086,0,-9.80665
138,85.00000000000009,-37.89920620138893,-50.0,-27.718739166666754,0,-9.80665
139,84.16666666666676,-38.36254722222226,-50.0,-27.882183333333423,0,-9.80665
140,83.33333333333343,-38.82861231250004,-50.0,-28.04562750000009,0,-9.80665
141,82.5000000000001,-39.29740147222226,-50.0,-28.20907166666676,0,-9.80665
142,81.66666666666677,-39.76891470138893,-50.0,-28.372515833333427,0,-9.80665
143,80.83333333333344,-40.24315200000004,-50.0,-28.535960000000095,0,-9.80665
144,80.00000000000011,-40.72011336805559,-50.0,-28.699404166666763,0,-9.80665
145,79.16666666666679,-41.199798805555595,-50.0,-28.86284833333343,0,-9.80665
146,78.33333333333346,-41.68220831250004,-50.0,-29.0262925000001,0,-9.80665
147,77.50000000000013,-42.16734188888893,-50.0,-29.189736666666768,0,-9.80665
148,76.6666666666668,-42.65519953472226,-50.0,-29.353180833333436,0,-9.80665
149,75.83333333333347,-43.145781250000034,-50.0,-29.516625000000104,0,-9.80665
150,75.00000000000014,-43.63908703472226,-50.0,-29.680069166666772,0,-9.80665
151,74.16666666666681,-44.13511688888892,-50.0,-29.84351333333344,0,-9.80665
152,73.33333333333348,-44.633870812500035,-50.0,-30.00695750000011,0,-9.80665
153,72.50000000000016,-45.13534880555559,-50.0,-30.170401666666777,0,-9.80665
154,71.66666666666683,-45.639550868055586,-50.0,-30.333845833333445,0,-9.80665
155,70.8333333333335,-46.14647700000003,-50.0,-30.497290000000113,0,-9.80665
156,70.00000000000017,-46.65612720138892,-50.0,-30.66073416666678,0,-9.80665
157,69.16666666666684,-47.16850147222225,-50.0,-30.82417833333345,0,-9.80665
158,68.33333333333351,-47.683599812500034,-50.0,-30.987622500000118,0,-9.80665
159,67.50000000000018,-48.201422222222256,-50.0,-31.151066666666786,0,-9.80665
160,66.66666666666686,-48.721968701388924,-50.0,-31.314510833333454,0,-9.80665
161,65.83333333333353,-49.24523925000003,-50.0,-31.477955000000122,0,-9.80665
162,65.0000000000002,-49.77123386805559,-50.0,-31.64139916666679,0,-9.80665
163,64.16666666666687,-50.29995255555559,-50.0,-31.80484333333346,0,-9.80665
164,63.333333333333535,-50.831395312500035,-50.0,-31.968287500000127,0,-9.80665
165,62.5000000000002,-51.365562138888926,-50.0,-32.131731666666795,0,-9.80665
166,61.66666666666686,-51.90245303472226,-50.0,-32.29517583333346,0,-9.80665
167,60.83333333333353,-52.442068000000035,-50.0,-32.458620000000124,0,-9.80665
168,60.00000000000019,-52.98440703472226,-50.0,-32.62206416666679,0,-9.80665
169,59.166666666666856,-53.529470138888925,-50.0,-32.78550833333345,0,-9.80665
170,58.33333333333352,-54.07725731250004,-50.0,-32.94895250000012,0,-9.80665
171,57.500000000000185,-54.62776855555559,-50.0,-33.11239666666678,0,-9.80665
172,56.66666666666685,-55.18100386805559,-50.0,-33.27584083333345,0,-9.80665
173,55.83333333333351,-55.73696325000004,-50.0,-33.43928500000011,0,-9.80665
174,55.00000000000018,-56.295646701388925,-50.0,-33.60272916666678,0,-9.80665
175,54.16666666666684,-56.85705422222226,-50.0,-33.76617333333344,0,-9.80665
176,53.333333333333506,-57.421185812500035,-50.0,-33.929617500000106,0,-9.80665
177,52.50000000000017,-57.98804147222226,-50.0,-34.09306166666677,0,-9.80665
178,51.666666666666835,-58.557621201388926,-50.0,-34.256505833333435,0,-9.80665
179,50.8333333333335,-59.129925000000036,-50.0,-34.4199500000001,0,-9.80665
