frame,ballX,ballY,speedX,speedY,accelX,accelY
83,0.0,9.383057201388873,0.0,13.56586583333332,0,9.80665
84,0.0,9.610516999999984,0.0,13.729309999999986,0,9.80665
85,0.0,9.840700868055539,0.0,13.892754166666652,0,9.80665
86,0.0,10.073608805555539,0.0,14.056198333333318,0,9.80665
87,0.0,10.309240812499983,0.0,14.219642499999985,0,9.80665
88,0.0,10.54759688888887,0.0,14.383086666666651,0,9.80665
89,0.0,10.788677034722204,0.0,14.546530833333318,0,9.80665
90,0.0,11.03248124999998,0.0,14.709974999999984,0,9.80665
91,0.0,11.279009534722203,0.0,14.87341916666665,0,9.80665
92,0.0,11.528261888888869,0.0,15.036863333333317,0,9.80665
93,0.0,11.780238312499979,0.0,15.200307499999983,0,9.80665
94,0.0,12.034938805555534,0.0,15.36375166666665,0,9.80665
